provinces,annees,trimestres,indicateurs,cibles,sexes,tranches_ages,Valeur,period
Lomami,2024,T2,Nombre de clients testés,HSH,Masculin,20 à 24 ans,124,2024-T2
Lomami,2024,T2,Nombre de clients testés,HSH,Masculin,15 à 19 ans,2,2024-T2
Lomami,2024,T2,Nombre de clients testés,HSH,Masculin,25 à 49 ans,263,2024-T2
Lomami,2024,T2,Nombre de clients testés,UDI,Masculin,15 à 19 ans,1,2024-T2
Lomami,2024,T2,Nombre de clients testés,UDI,Masculin,20 à 24 ans,84,2024-T2
Lomami,2024,T2,Nombre de clients testés,Prisonniers,Masculin,20 à 24 ans,2,2024-T2
Lomami,2024,T2,Nombre de clients testés,UDI,Masculin,25 à 49 ans,101,2024-T2
Lomami,2024,T2,Nombre de clients testés,Prisonniers,Masculin,25 à 49 ans,2,2024-T2
Lomami,2024,T2,Nombre de clients testés,Femmes enceintes,Féminin,15 à 19 ans,869,2024-T2
Lomami,2024,T2,Nombre de clients testés,Femmes enceintes,Féminin,20 à 24 ans,5141,2024-T2
Lomami,2024,T2,Nombre de clients testés,Femmes enceintes,Féminin,25 à 49 ans,8188,2024-T2
Lomami,2024,T2,Nombre de clients testés,Femmes allaitantes,Féminin,15 à 19 ans,153,2024-T2
Lomami,2024,T2,Nombre de clients testés,Femmes allaitantes,Féminin,20 à 24 ans,482,2024-T2
Lomami,2024,T2,Nombre de clients testés,Femmes allaitantes,Féminin,25 à 49 ans,624,2024-T2
Lomami,2024,T2,Nombre de clients testés,Enfants exposés,Masculin,10 à 14 ans,3,2024-T2
Lomami,2024,T2,Nombre de clients testés,Enfants exposés,Féminin,10 à 14 ans,1,2024-T2
Lomami,2024,T2,Nombre de clients testés,Elèves,Masculin,< 10 ans,23,2024-T2
Lomami,2024,T2,Nombre de clients testés,Elèves,Masculin,10 à 14 ans,91,2024-T2
Lomami,2024,T2,Nombre de clients testés,Elèves,Masculin,15 à 19 ans,168,2024-T2
Lomami,2024,T2,Nombre de clients testés,Elèves,Féminin,10 à 14 ans,113,2024-T2
Lomami,2024,T2,Nombre de clients testés,Elèves,Féminin,< 10 ans,12,2024-T2
Lomami,2024,T2,Nombre de clients testés,Elèves,Féminin,15 à 19 ans,157,2024-T2
Lomami,2024,T2,Nombre de clients testés,Etudiants,Masculin,20 à 24 ans,28,2024-T2
Lomami,2024,T2,Nombre de clients testés,Etudiants,Masculin,25 à 49 ans,64,2024-T2
Lomami,2024,T2,Nombre de clients testés,Etudiants,Féminin,20 à 24 ans,16,2024-T2
Lomami,2024,T2,Nombre de clients testés,Etudiants,Féminin,25 à 49 ans,8,2024-T2
Lomami,2024,T2,Nombre de clients testés,Population Générale,Masculin,15 à 19 ans,31,2024-T2
Lomami,2024,T2,Nombre de clients testés,Population Générale,Masculin,20 à 24 ans,652,2024-T2
Lomami,2024,T2,Nombre de clients testés,Population Générale,Masculin,25 à 49 ans,1206,2024-T2
Lomami,2024,T2,Nombre de clients testés,Population Générale,Masculin,>= 50 ans,45,2024-T2
Lomami,2024,T2,Nombre de clients testés,Population Générale,Féminin,20 à 24 ans,579,2024-T2
Lomami,2024,T2,Nombre de clients testés,Population Générale,Féminin,15 à 19 ans,201,2024-T2
Lomami,2024,T2,Nombre de clients testés,Population Générale,Féminin,25 à 49 ans,1102,2024-T2
Lomami,2024,T2,Nombre de clients testés,Population Générale,Féminin,>= 50 ans,26,2024-T2
Lomami,2024,T2,Nombre de clients diagnostiqués VIH+,PS,Féminin,15 à 19 ans,1,2024-T2
Lomami,2024,T2,Nombre de clients diagnostiqués VIH+,PS,Féminin,20 à 24 ans,3,2024-T2
Lomami,2024,T2,Nombre de clients diagnostiqués VIH+,PS,Féminin,25 à 49 ans,5,2024-T2
Lomami,2024,T2,Nombre de clients diagnostiqués VIH+,HSH,Masculin,20 à 24 ans,1,2024-T2
Lomami,2024,T2,Nombre de clients diagnostiqués VIH+,UDI,Masculin,25 à 49 ans,2,2024-T2
Lomami,2024,T2,Nombre de clients diagnostiqués VIH+,HSH,Masculin,25 à 49 ans,1,2024-T2
Lomami,2024,T2,Nombre de clients diagnostiqués VIH+,Femmes enceintes,Féminin,15 à 19 ans,1,2024-T2
Lomami,2024,T2,Nombre de clients diagnostiqués VIH+,Femmes enceintes,Féminin,20 à 24 ans,1,2024-T2
Lomami,2024,T2,Nombre de clients diagnostiqués VIH+,Femmes enceintes,Féminin,25 à 49 ans,3,2024-T2
Lomami,2024,T2,Nombre de clients diagnostiqués VIH+,Elèves,Masculin,10 à 14 ans,1,2024-T2
Lomami,2024,T2,Nombre de clients diagnostiqués VIH+,Etudiants,Masculin,20 à 24 ans,1,2024-T2
Lomami,2024,T2,Nombre de clients diagnostiqués VIH+,Etudiants,Féminin,20 à 24 ans,1,2024-T2
Lomami,2024,T2,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,20 à 24 ans,5,2024-T2
Lomami,2024,T2,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,15 à 19 ans,1,2024-T2
Lomami,2024,T2,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,25 à 49 ans,8,2024-T2
Lomami,2024,T2,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,15 à 19 ans,4,2024-T2
Lomami,2024,T2,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,20 à 24 ans,11,2024-T2
Lomami,2024,T2,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,25 à 49 ans,21,2024-T2
Lomami,2024,T2,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,>= 50 ans,1,2024-T2
Lomami,2024,T2,Nombre de PVVIH sous TAR,PVVIH,Masculin,10 à 14 ans,17,2024-T2
Lomami,2024,T2,Nombre de PVVIH sous TAR,PVVIH,Masculin,15 à 19 ans,89,2024-T2
Lomami,2024,T2,Nombre de PVVIH sous TAR,PVVIH,Masculin,25 à 49 ans,673,2024-T2
Lomami,2024,T2,Nombre de PVVIH sous TAR,PVVIH,Masculin,20 à 24 ans,284,2024-T2
Lomami,2024,T2,Nombre de PVVIH sous TAR,PVVIH,Féminin,10 à 14 ans,19,2024-T2
Lomami,2024,T2,Nombre de PVVIH sous TAR,PVVIH,Masculin,>= 50 ans,121,2024-T2
Lomami,2024,T2,Nombre de PVVIH sous TAR,PVVIH,Féminin,20 à 24 ans,830,2024-T2
Lomami,2024,T2,Nombre de PVVIH sous TAR,PVVIH,Féminin,15 à 19 ans,136,2024-T2
Lomami,2024,T2,Nombre de PVVIH sous TAR,PVVIH,Féminin,25 à 49 ans,1417,2024-T2
Lomami,2024,T2,Nombre de PVVIH sous TAR,PVVIH,Féminin,>= 50 ans,211,2024-T2
Lomami,2024,T2,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Masculin,25 à 49 ans,4,2024-T2
Lomami,2024,T2,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Féminin,25 à 49 ans,2,2024-T2
Lomami,2024,T2,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Féminin,>= 50 ans,2,2024-T2
Nord-Kivu,2024,T1,Nombre de clients testés,Population Générale,Féminin,20 à 24 ans,25861,2024-T1
Nord-Kivu,2024,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,20 à 24 ans,3,2024-T1
Nord-Kivu,2024,T1,Nombre de PVVIH sous TAR,PVVIH,Féminin,20 à 24 ans,230,2024-T1
Nord-Kivu,2024,T1,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Féminin,20 à 24 ans,231,2024-T1
Kwango,2024,T1,Nombre de clients testés,Population Générale,Masculin,10 à 14 ans,101,2024-T1
Kwango,2024,T1,Nombre de clients testés,Population Générale,Masculin,15 à 19 ans,229,2024-T1
Kwango,2024,T1,Nombre de clients testés,Population Générale,Masculin,20 à 24 ans,337,2024-T1
Kwango,2024,T1,Nombre de clients testés,Population Générale,Féminin,10 à 14 ans,49,2024-T1
Kwango,2024,T1,Nombre de clients testés,Population Générale,Féminin,15 à 19 ans,354,2024-T1
Kwango,2024,T1,Nombre de clients testés,Population Générale,Féminin,20 à 24 ans,461,2024-T1
Kwango,2024,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,10 à 14 ans,1,2024-T1
Kwango,2024,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,20 à 24 ans,1,2024-T1
Kwango,2024,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,15 à 19 ans,1,2024-T1
Kwango,2024,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,20 à 24 ans,2,2024-T1
Haut-Katanga,2024,T1,Nombre de clients testés,HSH,Masculin,15 à 19 ans,186,2024-T1
Haut-Katanga,2024,T1,Nombre de clients testés,HSH,Masculin,10 à 14 ans,15,2024-T1
Haut-Katanga,2024,T1,Nombre de clients testés,HSH,Masculin,20 à 24 ans,932,2024-T1
Haut-Katanga,2024,T1,Nombre de clients testés,HSH,Masculin,25 à 49 ans,1226,2024-T1
Haut-Katanga,2024,T1,Nombre de clients testés,HSH,Masculin,>= 50 ans,40,2024-T1
Haut-Katanga,2024,T1,Nombre de clients diagnostiqués VIH+,HSH,Masculin,15 à 19 ans,8,2024-T1
Haut-Katanga,2024,T1,Nombre de clients diagnostiqués VIH+,HSH,Masculin,20 à 24 ans,34,2024-T1
Haut-Katanga,2024,T1,Nombre de clients diagnostiqués VIH+,HSH,Masculin,25 à 49 ans,39,2024-T1
Haut-Katanga,2024,T1,Nombre de clients diagnostiqués VIH+,HSH,Masculin,>= 50 ans,7,2024-T1
Haut-Katanga,2024,T1,Nombre de PVVIH sous TAR,HSH,Masculin,15 à 19 ans,8,2024-T1
Haut-Katanga,2024,T1,Nombre de PVVIH sous TAR,HSH,Masculin,20 à 24 ans,34,2024-T1
Haut-Katanga,2024,T1,Nombre de PVVIH sous TAR,HSH,Masculin,25 à 49 ans,39,2024-T1
Haut-Katanga,2024,T1,Nombre de PVVIH sous TAR,HSH,Masculin,>= 50 ans,7,2024-T1
Haut-Katanga,2024,T1,Nombre de clients testés,PS,Féminin,10 à 14 ans,132,2024-T1
Haut-Katanga,2024,T1,Nombre de clients testés,PS,Féminin,15 à 19 ans,1124,2024-T1
Haut-Katanga,2024,T1,Nombre de clients testés,PS,Féminin,20 à 24 ans,1775,2024-T1
Haut-Katanga,2024,T1,Nombre de clients testés,PS,Féminin,25 à 49 ans,1738,2024-T1
Haut-Katanga,2024,T1,Nombre de clients testés,PS,Féminin,>= 50 ans,18,2024-T1
Haut-Katanga,2024,T1,Nombre de clients diagnostiqués VIH+,PS,Féminin,10 à 14 ans,4,2024-T1
Haut-Katanga,2024,T1,Nombre de clients diagnostiqués VIH+,PS,Féminin,20 à 24 ans,127,2024-T1
Haut-Katanga,2024,T1,Nombre de clients diagnostiqués VIH+,PS,Féminin,15 à 19 ans,19,2024-T1
Haut-Katanga,2024,T1,Nombre de clients diagnostiqués VIH+,PS,Féminin,>= 50 ans,14,2024-T1
Haut-Katanga,2024,T1,Nombre de clients diagnostiqués VIH+,PS,Féminin,25 à 49 ans,131,2024-T1
Haut-Katanga,2024,T1,Nombre de PVVIH sous TAR,PS,Féminin,10 à 14 ans,4,2024-T1
Haut-Katanga,2024,T1,Nombre de PVVIH sous TAR,PS,Féminin,15 à 19 ans,19,2024-T1
Haut-Katanga,2024,T1,Nombre de PVVIH sous TAR,PS,Féminin,20 à 24 ans,126,2024-T1
Haut-Katanga,2024,T1,Nombre de PVVIH sous TAR,PS,Féminin,>= 50 ans,14,2024-T1
Haut-Katanga,2024,T1,Nombre de PVVIH sous TAR,PS,Féminin,25 à 49 ans,131,2024-T1
Haut-Katanga,2024,T1,Nombre de clients testés,TG,Masculin,25 à 49 ans,26,2024-T1
Sankuru,2024,T1,Nombre de clients diagnostiqués VIH+,Enfants exposés,Masculin,< 10 ans,7,2024-T1
Mongala,2024,T1,Nombre de clients testés,Population Générale,Masculin,25 à 49 ans,10187,2024-T1
Mongala,2024,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,25 à 49 ans,276,2024-T1
Mongala,2024,T1,Nombre de PVVIH sous TAR,PVVIH,Masculin,25 à 49 ans,113,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Population Générale,Masculin,15 à 19 ans,4,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Population Générale,Masculin,25 à 49 ans,3,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Population Générale,Masculin,20 à 24 ans,5,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Population Générale,Masculin,>= 50 ans,2,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Population Générale,Féminin,20 à 24 ans,5,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Population Générale,Féminin,15 à 19 ans,2,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Population Générale,Féminin,25 à 49 ans,4,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Population Générale,Féminin,>= 50 ans,3,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Personnes en milieu du travail,Masculin,20 à 24 ans,2,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Personnes en milieu du travail,Masculin,25 à 49 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Personnes en milieu du travail,Masculin,>= 50 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Personnes en milieu du travail,Féminin,25 à 49 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Personnes en milieu du travail,Féminin,20 à 24 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Personnes en milieu du travail,Féminin,>= 50 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Chercheurs,Masculin,25 à 49 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Chercheurs,Masculin,20 à 24 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Chercheurs,Féminin,20 à 24 ans,2,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Chercheurs,Féminin,25 à 49 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Chercheurs,Féminin,>= 50 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Conducteurs Taxis Motos,Masculin,25 à 49 ans,2,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Conducteurs Taxis Motos,Masculin,20 à 24 ans,2,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Conjoint des femmes enceintes,Masculin,20 à 24 ans,2,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Conjoint des femmes enceintes,Masculin,>= 50 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Conjoint des femmes enceintes,Masculin,25 à 49 ans,2,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Enseignants et personnel administratif des universités et instituts supérieurs,Masculin,20 à 24 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Enseignants et personnel administratif des universités et instituts supérieurs,Féminin,20 à 24 ans,2,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Enseignants et personnel administratif des universités et instituts supérieurs,Masculin,25 à 49 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Enseignants et personnel administratif des universités et instituts supérieurs,Féminin,25 à 49 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Enseignants et personnel administratif des universités et instituts supérieurs,Féminin,>= 50 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Etudiants,Masculin,20 à 24 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Etudiants,Masculin,25 à 49 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Etudiants,Féminin,20 à 24 ans,3,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Elèves,Masculin,10 à 14 ans,5,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Etudiants,Féminin,25 à 49 ans,2,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Elèves,Masculin,15 à 19 ans,4,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Elèves,Féminin,15 à 19 ans,2,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Elèves,Féminin,10 à 14 ans,2,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Femmes enceintes,Féminin,15 à 19 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Femmes enceintes,Féminin,20 à 24 ans,2,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Fonctionnaires de l'Etat,Masculin,20 à 24 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Femmes enceintes,Féminin,25 à 49 ans,2,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Fonctionnaires de l'Etat,Masculin,25 à 49 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Fonctionnaires de l'Etat,Féminin,25 à 49 ans,2,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Fonctionnaires de l'Etat,Féminin,20 à 24 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Fonctionnaires de l'Etat,Féminin,>= 50 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Prisonniers,Masculin,25 à 49 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Prisonniers,Masculin,>= 50 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Prisonniers,Féminin,20 à 24 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Prisonniers,Féminin,25 à 49 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,PS,Féminin,20 à 24 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,PS,Féminin,25 à 49 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Routiers/ Camioneurs,Masculin,20 à 24 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Routiers/ Camioneurs,Féminin,25 à 49 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients testés,Routiers/ Camioneurs,Masculin,25 à 49 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,20 à 24 ans,2,2024-T1
Kasaï,2024,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,25 à 49 ans,3,2024-T1
Kasaï,2024,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,25 à 49 ans,2,2024-T1
Kasaï,2024,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,20 à 24 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients diagnostiqués VIH+,Personnes en milieu du travail,Masculin,20 à 24 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients diagnostiqués VIH+,Personnes en milieu du travail,Masculin,25 à 49 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients diagnostiqués VIH+,Personnes en milieu du travail,Féminin,20 à 24 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients diagnostiqués VIH+,Conducteurs Taxis Motos,Masculin,25 à 49 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients diagnostiqués VIH+,Militaires,Masculin,20 à 24 ans,2,2024-T1
Kasaï,2024,T1,Nombre de clients diagnostiqués VIH+,Militaires,Masculin,25 à 49 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients diagnostiqués VIH+,Militaires,Féminin,20 à 24 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients diagnostiqués VIH+,Militaires,Féminin,25 à 49 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients diagnostiqués VIH+,Policiers,Féminin,>= 50 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients diagnostiqués VIH+,Policiers,Masculin,25 à 49 ans,1,2024-T1
Kasaï,2024,T1,Nombre de clients diagnostiqués VIH+,Prisonniers,Masculin,25 à 49 ans,1,2024-T1
Kasaï,2024,T1,Nombre de PVVIH sous TAR,PVVIH,Masculin,< 10 ans,8,2024-T1
Kasaï,2024,T1,Nombre de PVVIH sous TAR,PVVIH,Masculin,10 à 14 ans,5,2024-T1
Kasaï,2024,T1,Nombre de PVVIH sous TAR,PVVIH,Masculin,20 à 24 ans,74,2024-T1
Kasaï,2024,T1,Nombre de PVVIH sous TAR,PVVIH,Masculin,15 à 19 ans,8,2024-T1
Kasaï,2024,T1,Nombre de PVVIH sous TAR,PVVIH,Masculin,>= 50 ans,20,2024-T1
Kasaï,2024,T1,Nombre de PVVIH sous TAR,PVVIH,Féminin,< 10 ans,9,2024-T1
Kasaï,2024,T1,Nombre de PVVIH sous TAR,PVVIH,Féminin,10 à 14 ans,12,2024-T1
Kasaï,2024,T1,Nombre de PVVIH sous TAR,PVVIH,Féminin,15 à 19 ans,18,2024-T1
Kasaï,2024,T1,Nombre de PVVIH sous TAR,PVVIH,Féminin,20 à 24 ans,32,2024-T1
Kasaï,2024,T1,Nombre de PVVIH sous TAR,PVVIH,Féminin,25 à 49 ans,38,2024-T1
Kasaï,2024,T1,Nombre de PVVIH sous TAR,PVVIH,Féminin,>= 50 ans,15,2024-T1
Kasaï,2024,T1,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Masculin,20 à 24 ans,4,2024-T1
Kasaï,2024,T1,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Masculin,25 à 49 ans,28,2024-T1
Kasaï,2024,T1,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Masculin,>= 50 ans,4,2024-T1
Kasaï,2024,T1,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Féminin,25 à 49 ans,29,2024-T1
Kasaï,2024,T1,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,PVVIH,Féminin,>= 50 ans,10,2024-T1
Kwilu,2024,T2,Nombre de clients diagnostiqués VIH+,UDI,Féminin,20 à 24 ans,1,2024-T2
Tshuapa,2024,T3,Nombre de clients testés,Etudiants,Masculin,15 à 19 ans,109,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Etudiants,Masculin,20 à 24 ans,218,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Etudiants,Masculin,25 à 49 ans,128,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Etudiants,Féminin,20 à 24 ans,171,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Etudiants,Féminin,15 à 19 ans,89,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Etudiants,Féminin,25 à 49 ans,123,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Etudiants,Féminin,>= 50 ans,2,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Elèves,Féminin,15 à 19 ans,68,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Elèves,Masculin,15 à 19 ans,41,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Agriculteurs,Masculin,20 à 24 ans,49,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Agriculteurs,Masculin,15 à 19 ans,21,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Agriculteurs,Masculin,25 à 49 ans,54,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Agriculteurs,Féminin,15 à 19 ans,33,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Agriculteurs,Masculin,>= 50 ans,8,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Agriculteurs,Féminin,20 à 24 ans,21,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Agriculteurs,Féminin,>= 50 ans,8,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Agriculteurs,Féminin,25 à 49 ans,29,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Enseignants et personnel administratif des universités et instituts supérieurs,Masculin,20 à 24 ans,103,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Enseignants et personnel administratif des universités et instituts supérieurs,Masculin,25 à 49 ans,76,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Enseignants et personnel administratif des universités et instituts supérieurs,Féminin,20 à 24 ans,41,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Enseignants et personnel administratif des universités et instituts supérieurs,Masculin,>= 50 ans,42,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Enseignants et personnel administratif des universités et instituts supérieurs,Féminin,25 à 49 ans,22,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Enseignants et personnel administratif des universités et instituts supérieurs,Féminin,>= 50 ans,16,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Femmes enceintes,Féminin,15 à 19 ans,127,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Femmes enceintes,Féminin,20 à 24 ans,194,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Femmes enceintes,Féminin,25 à 49 ans,141,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Garde parc ,Masculin,20 à 24 ans,31,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Garde parc ,Masculin,25 à 49 ans,22,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Garde parc ,Féminin,20 à 24 ans,2,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Garde parc ,Féminin,25 à 49 ans,4,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Militaires,Masculin,25 à 49 ans,3,2024-T3
Tshuapa,2024,T3,Nombre de clients testés,Militaires,Masculin,>= 50 ans,1,2024-T3
Tshuapa,2024,T3,Nombre de clients diagnostiqués VIH+,Etudiants,Masculin,15 à 19 ans,12,2024-T3
